level,datetime
DEBUG,2013-10-15 17:04:38
FATAL,2014-7-25 18:53:05
INFO,2017-4-7 19:58:57
INFO,2014-1-14 14:45:07
DEBUG,2013-5-25 00:22:14
DEBUG,2015-3-18 03:19:32
INFO,2012-7-15 02:30:55
ERROR,2016-10-10 18:07:03
INFO,2012-4-20 00:46:45
DEBUG,2013-11-26 10:43:07
DEBUG,2014-8-24 17:13:42
DEBUG,2017-1-3 00:14:46
DEBUG,2017-9-26 00:10:41
INFO,2017-10-18 22:46:32
DEBUG,2015-6-26 08:01:50
WARN,2017-9-16 09:58:33
INFO,2017-7-23 01:29:43
INFO,2016-3-25 18:38:29
WARN,2013-5-25 19:37:27
INFO,2015-10-26 07:38:16
FATAL,2017-11-27 04:04:22
ERROR,2016-4-27 17:00:48
INFO,2012-2-26 22:27:35
DEBUG,2014-12-13 15:51:57
DEBUG,2014-2-21 22:27:27
INFO,2017-2-12 09:48:31
ERROR,2016-11-13 22:47:46
DEBUG,2017-2-5 16:19:13
INFO,2014-8-23 21:43:30
WARN,2014-8-21 09:17:20
DEBUG,2015-2-26 03:59:59
FATAL,2015-11-7 23:43:08
INFO,2013-12-10 00:24:45
DEBUG,2015-10-6 05:11:28
WARN,2013-8-15 21:43:39
DEBUG,2017-4-6 19:12:16
INFO,2014-11-2 06:36:14
DEBUG,2012-7-26 08:39:07
INFO,2013-10-9 16:09:40
DEBUG,2017-12-23 22:54:28
WARN,2013-6-26 20:31:51
DEBUG,2017-11-26 20:26:46
DEBUG,2016-7-20 03:20:56
INFO,2013-6-1 08:56:15
INFO,2014-5-12 20:31:24
INFO,2013-9-26 17:32:07
INFO,2017-12-21 07:34:25
DEBUG,2015-8-27 18:04:27
INFO,2015-10-5 22:43:07
DEBUG,2016-11-23 17:31:44
INFO,2012-11-13 03:24:56
DEBUG,2016-6-4 00:30:43
INFO,2016-6-16 19:28:54
FATAL,2015-11-17 16:42:52
DEBUG,2017-4-23 11:47:21
DEBUG,2017-11-9 01:02:51
INFO,2015-7-6 10:20:05
FATAL,2012-11-28 17:39:43
DEBUG,2015-7-14 22:58:53
INFO,2014-8-16 08:27:23
INFO,2015-3-3 09:28:46
INFO,2015-4-6 23:00:45
DEBUG,2012-3-16 05:28:37
DEBUG,2015-1-7 13:59:20
DEBUG,2017-12-8 06:11:02
DEBUG,2016-12-1 02:57:57
DEBUG,2016-10-2 06:53:01
INFO,2017-5-26 15:17:24
INFO,2015-1-8 10:48:19
DEBUG,2014-11-13 17:03:04
DEBUG,2016-10-12 22:52:15
INFO,2012-8-14 14:47:30
WARN,2013-8-2 23:18:20
INFO,2014-3-13 21:00:20
DEBUG,2014-7-1 17:05:01
DEBUG,2015-2-2 21:34:36
INFO,2013-5-22 21:47:35
INFO,2015-11-12 11:58:39
FATAL,2014-11-17 12:49:27
DEBUG,2015-7-12 03:07:00
DEBUG,2014-8-27 11:51:15
WARN,2014-5-3 19:24:17
INFO,2015-6-7 04:48:28
DEBUG,2017-8-15 23:36:23
WARN,2014-6-15 06:07:57
DEBUG,2015-1-20 03:09:57
DEBUG,2017-1-24 03:05:03
DEBUG,2013-11-4 10:05:47
ERROR,2017-11-24 09:00:46
DEBUG,2016-2-17 17:15:05
DEBUG,2016-9-9 14:37:54
DEBUG,2017-6-1 08:40:06
DEBUG,2016-11-20 00:55:18
DEBUG,2014-3-26 17:46:48
DEBUG,2015-3-12 12:19:17
INFO,2017-10-25 06:49:56
INFO,2014-8-3 20:48:19
DEBUG,2014-11-28 21:52:41
WARN,2012-11-3 12:03:42
INFO,2014-2-28 08:27:30
INFO,2013-12-9 08:41:33
DEBUG,2015-4-21 01:00:19
FATAL,2012-11-22 05:46:45
DEBUG,2013-10-18 10:33:22
WARN,2016-2-18 05:34:41
DEBUG,2016-6-3 17:30:01
INFO,2012-4-11 09:40:24
WARN,2012-4-5 19:55:18
DEBUG,2016-3-22 02:45:37
ERROR,2013-5-25 08:52:21
INFO,2014-12-12 13:23:09
DEBUG,2015-10-19 01:08:15
INFO,2015-5-28 15:16:07
DEBUG,2013-3-4 13:16:52
WARN,2015-4-8 20:57:32
DEBUG,2017-4-26 06:25:37
DEBUG,2017-5-12 05:39:46
INFO,2017-12-18 04:30:36
ERROR,2013-10-18 04:56:16
DEBUG,2012-12-12 09:55:05
INFO,2014-2-27 16:50:36
DEBUG,2013-10-10 09:52:59
DEBUG,2012-6-14 15:09:09
INFO,2017-2-1 20:19:10
DEBUG,2012-12-28 06:39:28
DEBUG,2013-11-18 14:43:13
INFO,2013-1-14 18:19:53
INFO,2017-2-26 14:52:37
DEBUG,2014-12-27 09:27:50
DEBUG,2015-2-4 17:34:36
DEBUG,2013-11-9 20:17:30
DEBUG,2013-3-16 19:24:19
INFO,2015-4-22 12:18:00
DEBUG,2016-1-12 22:38:20
INFO,2013-9-28 19:37:12
DEBUG,2012-12-20 19:02:09
